timestamp,value,value_mean,value_std_dev,value_skewness,value_kurtosis,value_rolling_mean,value_rolling_max,value_rolling_min,value_fft_real,value_fft_imag,value_lag_1,value_lag_2,value_lag_3,hour,day,month,weekday,value_normalized
2014-03-07 03:56:00,46.03,45.521,2.1115709791527277,-1.1471501045837176,2.2263807718237913,45.521,47.606,42.58,235.02493377346855,455.62713939451055,42.58,47.606,45.868,3,7,3,4,0.6060204216947356
2014-03-07 04:01:00,44.992,45.4152,1.8439135554575241,-0.7992575888489988,1.5012448627764574,45.4152,47.606,42.58,402.52822680738836,-233.323281205637,46.03,42.58,47.606,4,7,3,4,0.537196658268134
2014-03-07 04:06:00,45.238,45.38566666666667,1.6508322345613053,-0.721777845291151,1.904544651959256,45.2892,47.606,42.58,-601.4567328754874,-105.16539421971828,44.992,46.03,42.58,4,7,3,4,0.5535074923750165
2014-03-07 04:11:00,45.752,45.438,1.5133441996673036,-0.8707090946556293,2.5202372264270863,44.9184,46.03,42.58,268.38501921034725,278.3810860250469,45.238,44.992,46.03,4,7,3,4,0.587587853069885
2014-03-07 04:16:00,46.476000000000006,45.567750000000004,1.4483501697744643,-1.100148400294622,2.720187481587814,45.6976,46.476000000000006,44.992,143.51211910381846,-41.38636276538426,45.752,45.238,44.992,4,7,3,4,0.6355920965389212
2014-03-07 04:21:00,42.752,45.254888888888885,1.6481632537801334,-0.6892228939212339,-0.07807466580540752,45.042,46.476000000000006,42.752,-329.39399312650914,152.531671452358,46.476000000000006,45.752,45.238,4,7,3,4,0.38867524201034387
2014-03-07 04:26:00,46.15600000000001,45.345000000000006,1.5798149680685203,-0.8647038618468476,0.29263327385451887,45.274800000000006,46.476000000000006,42.752,-176.0463541177529,-126.57315760049703,42.752,46.476000000000006,45.752,4,7,3,4,0.6143747513592372
2014-03-07 04:31:00,43.35,45.0932,1.684399055383785,-0.38312200187743684,-0.9519774527706798,44.89720000000001,46.476000000000006,42.752,380.3754740127065,56.75025527580865,46.15600000000001,42.752,46.476000000000006,4,7,3,4,0.42832515581487884
2014-03-07 04:36:00,46.292,44.961800000000004,1.5086822653487348,-0.7777012859570019,-1.1840310622786652,45.0052,46.476000000000006,42.752,-13.535843881075785,-53.9808230929788,43.35,46.15600000000001,42.752,4,7,3,4,0.6233921230606021
2014-03-07 04:41:00,43.428,45.0466,1.3781130577713898,-0.7258918196214343,-1.183682502399561,44.3956,46.292,42.752,-155.52833743445,340.7954816222755,46.292,43.35,46.15600000000001,4,7,3,4,0.43349688370242667
2014-03-07 04:46:00,46.31399999999999,45.075,1.4033262866014709,-0.7088489633128923,-1.2265100742466077,45.108000000000004,46.31399999999999,43.35,-116.60439703275637,111.06524185956745,43.428,46.292,43.35,4,7,3,4,0.6248508155417052
2014-03-07 04:51:00,43.688,44.9446,1.470856152797489,-0.3986393709671255,-1.902327231761046,44.6144,46.31399999999999,43.35,24.968158882680164,646.3984414941849,46.31399999999999,43.428,46.292,4,7,3,4,0.45073597666092047
2014-03-07 04:56:00,45.4,44.9608,1.4753320379569577,-0.43320871354060847,-1.9016466922640798,45.0244,46.31399999999999,43.428,224.18162988565325,-154.38144243163447,43.688,46.31399999999999,43.428,4,7,3,4,0.5642487733722317
2014-03-07 05:01:00,45.858,44.9714,1.4820139600482125,-0.4445148679120499,-1.9143439562962077,44.937599999999996,46.31399999999999,43.428,115.7975014660462,-53.66989508638417,45.4,43.688,46.31399999999999,5,7,3,4,0.594616098660655
2014-03-07 05:06:00,43.13800000000001,44.6376,1.4813881778026088,0.006986520666618207,-2.224578214330635,44.879599999999996,46.31399999999999,43.13800000000001,16.15168395444084,104.44409696686395,45.858,45.4,43.688,5,7,3,4,0.4142686646333389
2014-03-07 05:11:00,46.024,44.964800000000004,1.376251656573835,-0.402310055766881,-2.1167300093334043,44.821600000000004,46.024,43.13800000000001,-107.13156191176425,176.79220296095758,43.13800000000001,45.858,45.4,5,7,3,4,0.6056225964726165
2014-03-07 05:16:00,46.502,44.999399999999994,1.4133754867927586,-0.36771931524018237,-2.0964136684569086,45.38440000000001,46.502,43.13800000000001,104.68302361663305,-197.0825352862842,46.024,43.13800000000001,45.858,5,7,3,4,0.6373160058347702
2014-03-07 05:21:00,42.606,44.925,1.5250195627160548,-0.47079033472356985,-1.8315163446835945,44.8256,46.502,42.606,-39.37966562598507,28.812331509922345,46.502,46.024,43.13800000000001,5,7,3,4,0.3789948282721127
2014-03-07 05:26:00,45.47,44.8428,1.4640859719747785,-0.4271519261542126,-1.7368382043398054,44.748000000000005,46.502,42.606,92.14231708221274,-13.485409699340542,42.606,46.502,46.024,5,7,3,4,0.5688900676302877
2014-03-07 05:31:00,42.652,44.7652,1.5645254019456927,-0.4425304573716711,-1.8172539777401522,44.6508,46.502,42.606,-76.77313598282406,-6.385876436955137,45.47,42.606,46.502,5,7,3,4,0.38204482164169207
2014-03-07 05:36:00,46.48,44.781800000000004,1.5835494449004246,-0.41966370006009135,-1.8095260285240242,44.742,46.502,42.606,3.639693722159528,127.2676480512986,42.652,45.47,42.606,5,7,3,4,0.6358573133536667
